"name" "state" "reads_raw" "reads_passed_filter" "refseq_mapped_reads" "refseq_unmapped_reads" "clusters_total" "clusters_hidepth" "hetero_est" "error_est" "reads_consens" "loci_in_assembly" "sites" "site_simple"
"P6_A07_GRH_RUM_HAM_SA" 7 2127185 2126367 1137941 988426 119492 48944 0.002177 0.00077 47654 43734 "GRH_RUM" "GRH"
"P6_A08_GRH_BEL_ROS_SA" 7 2961628 2960644 1568287 1392357 161120 62648 0.004328 0.000734 58737 48367 "GRH_BEL" "GRH"
"P6_A09_GRH_PIS_STA_SA" 7 5007388 5005003 2668392 2336611 165851 68294 0.003129 7e-04 63368 50472 "GRH_PIS" "GRH"
"P6_A10_GRH_PIS_PAT_SA" 7 834256 833895 449600 384295 85088 29107 0.004088 0.000786 27778 26422 "GRH_PIS" "GRH"
"P6_A11_GRH_RUM_FAR_SA" 7 2112949 2111719 1127181 984538 152062 55021 0.002924 0.000741 50889 41737 "GRH_RUM" "GRH"
"P6_A12_GRH_PIS_STA_SA" 7 4602683 4600964 2506282 2094682 176760 76847 0.004 0.000689 70906 52672 "GRH_PIS" "GRH"
"P6_B01_GRH_RUM_FAR_SA" 7 2035961 2034501 1088142 946359 138134 49329 0.002939 0.000831 46652 38443 "GRH_RUM" "GRH"
"P6_B03_GRH_RUM_FAR_SA" 7 2391386 2388197 1247583 1140614 155336 56457 0.00229 0.000803 51658 42691 "GRH_RUM" "GRH"
"P6_B05_GRH_PIS_PAT_SA" 7 1674012 1672427 872579 799848 116189 35829 0.001781 0.000734 34054 29132 "GRH_PIS" "GRH"
"P6_B06_GRH_PIS_STA_SA" 7 1993838 1992313 1066653 925660 153606 53338 0.00397 0.000774 47296 36874 "GRH_PIS" "GRH"
"P6_B07_GRH_RUM_HAM_SA" 7 1653371 1652695 880997 771698 121436 45359 0.004418 0.000869 43074 39523 "GRH_RUM" "GRH"
"P6_B08_GRH_RUM_FAR_SA" 7 4401094 4399832 2395645 2004187 180592 82910 0.001856 0.000729 76798 52957 "GRH_RUM" "GRH"
"P6_B09_GRH_PIS_STA_SA" 7 1333304 1332493 704227 628266 109705 38912 0.001756 0.000694 37731 35499 "GRH_PIS" "GRH"
"P6_B11_GRH_PIS_PAT_SA" 7 2875956 2874471 1547346 1327125 175994 73186 0.003951 0.000748 66829 47431 "GRH_PIS" "GRH"
"P6_B12_GRH_PIS_STA_SA" 7 1270253 1269647 689982 579665 68564 24751 0.001184 0.000722 24391 21001 "GRH_PIS" "GRH"
"P6_C01_GRH_RUM_FAR_SA" 7 3237197 3235953 1707061 1528892 148183 61745 0.003551 0.000763 58915 49202 "GRH_RUM" "GRH"
"P6_C02_GRH_RUM_TER_SA" 7 2348687 2346525 1258043 1088482 163945 62248 0.003159 0.000711 55719 42841 "GRH_RUM" "GRH"
"P6_C03_GRH_BEL_ROS_SA" 7 2851222 2850183 1405901 1444282 128860 52329 0.0039 0.000748 50670 45433 "GRH_BEL" "GRH"
"P6_C04_GRH_BEL_ROS_SA" 7 1836121 1834900 940791 894109 134930 45505 0.003548 0.000779 42881 38914 "GRH_BEL" "GRH"
"P6_C05_GRH_RUM_HAM_SA" 7 1342979 1342051 705713 636338 108082 36234 0.002885 0.000758 34809 31611 "GRH_RUM" "GRH"
"P6_C06_GRH_PIS_STA_SA" 7 1521533 1520579 796891 723688 121096 42387 0.002414 0.000753 40215 31541 "GRH_PIS" "GRH"
"P6_C07_GRH_RUM_TER_SA" 7 1406311 1405621 757712 647909 119641 42851 0.00356 0.000707 41025 37940 "GRH_RUM" "GRH"
"P6_C08_GRH_RUM_TER_SA" 7 2639736 2638972 1444612 1194360 154243 64057 0.002268 0.000726 60377 47569 "GRH_RUM" "GRH"
"P6_C09_GRH_PIS_STA_SA" 7 2462100 2460231 1305091 1155140 144925 52450 0.00281 0.000712 49601 43947 "GRH_PIS" "GRH"
"P6_C11_GRH_PIS_PAT_SA" 7 4290675 4288383 2265886 2022497 185644 87285 0.004495 0.000723 79410 53160 "GRH_PIS" "GRH"
"P6_C12_GRH_PIS_STA_SA" 7 2059597 2057683 1078400 979283 123160 44234 0.00211 0.000729 42240 34684 "GRH_PIS" "GRH"
"P6_D01_GRH_PIS_STA_SA" 7 2344785 2343664 1208431 1135233 130091 50094 0.00349 0.000742 48351 43442 "GRH_PIS" "GRH"
"P6_D02_GRH_RUM_FAR_SA" 7 1902567 1901457 1015565 885892 145592 49713 0.002771 0.000747 46221 40800 "GRH_RUM" "GRH"
"P6_D04_GRH_BEL_ROS_SA" 7 1017584 1017037 531200 485837 92401 31993 0.003519 0.000762 30826 29016 "GRH_BEL" "GRH"
"P6_D05_GRH_RUM_HAM_SA" 7 2539632 2538255 1331530 1206725 140969 52023 0.002682 0.000816 49321 43456 "GRH_RUM" "GRH"
"P6_D06_GRH_PIS_STA_SA" 7 1932383 1931475 1024379 907096 160264 54812 0.00238 0.000716 49220 38040 "GRH_PIS" "GRH"
"P6_D08_GRH_PIS_PAT_SA" 7 1345111 1344436 727708 616728 130868 40437 0.001957 0.000706 37870 34177 "GRH_PIS" "GRH"
"P6_D09_GRH_PIS_STA_SA" 7 4806976 4805352 2593331 2212021 176444 81836 0.004193 0.000699 76759 54350 "GRH_PIS" "GRH"
"P6_D10_GRH_PIS_STA_SA" 7 1188381 1188067 639555 548512 99787 39070 0.002681 0.000704 37753 35323 "GRH_PIS" "GRH"
"P6_D11_GRH_PIS_PAT_SA" 7 4946358 4944727 2670601 2274126 181351 88333 0.002371 0.000676 82307 53497 "GRH_PIS" "GRH"
"P6_D12_GRH_PIS_STA_SA" 7 2223424 2219788 1143463 1076325 149994 60037 0.002069 0.000736 55182 39489 "GRH_PIS" "GRH"
"P6_E01_GRH_PIS_STA_SA" 7 2044574 2043933 1094099 949834 100894 47133 0.001559 0.000724 46135 37648 "GRH_PIS" "GRH"
"P6_E02_GRH_RUM_FAR_SA" 7 1682204 1681293 877206 804087 121604 44456 0.005311 0.000839 41924 38888 "GRH_RUM" "GRH"
"P6_E03_GRH_BEL_ROS_SA" 7 1522196 1521346 827736 693610 133137 41948 0.003624 0.000745 39378 35092 "GRH_BEL" "GRH"
"P6_E04_GRH_BEL_ROS_SA" 7 1354445 1353720 727200 626520 109189 38644 0.003161 0.000805 37163 33152 "GRH_BEL" "GRH"
"P6_E05_GRH_RUM_HAM_SA" 7 3561136 3559273 1913103 1646170 181616 80997 0.003638 0.000768 73317 50742 "GRH_RUM" "GRH"
"P6_E06_GRH_PIS_STA_SA" 7 874168 873787 452771 421016 88102 28854 0.00356 0.000807 27696 26336 "GRH_PIS" "GRH"
"P6_E07_GRH_RUM_TER_SA" 7 4344107 4342856 2392465 1950391 176582 89569 0.002886 0.000722 84185 51387 "GRH_RUM" "GRH"
"P6_E08_GRH_PIS_PAT_SA" 7 3046213 3044871 1633285 1411586 166194 67968 0.002182 0.000799 63394 48181 "GRH_PIS" "GRH"
"P6_E09_GRH_PIS_STA_SA" 7 3914694 3913163 2123539 1789624 173271 77114 0.003122 0.000788 71778 51889 "GRH_PIS" "GRH"
"P6_E11_GRH_PIS_STA_SA" 7 3153695 3152318 1690997 1461321 154427 60089 0.003347 0.000706 56771 48506 "GRH_PIS" "GRH"
"P6_E12_GRH_PIS_STA_SA" 7 1166172 1165287 620080 545207 85594 28470 0.001554 0.000717 27706 24232 "GRH_PIS" "GRH"
"P6_F01_GRH_RUM_TER_SA" 7 3195329 3193385 1743106 1450279 171266 69936 0.003972 0.000716 63674 48834 "GRH_RUM" "GRH"
"P6_F02_GRH_RUM_FAR_SA" 7 1386275 1385682 740454 645228 98111 39516 0.003574 0.000825 38284 36093 "GRH_RUM" "GRH"
"P6_F03_GRH_BEL_ROS_SA" 7 1623852 1622826 880541 742285 146053 45351 0.003676 0.00077 41307 35054 "GRH_BEL" "GRH"
"P6_F04_GRH_BEL_ROS_SA" 7 1593340 1592431 839201 753230 135176 44387 0.004714 0.000832 41591 38166 "GRH_BEL" "GRH"
"P6_F05_GRH_RUM_HAM_SA" 7 532153 531855 287511 244344 55759 16438 0.001955 0.000692 16034 14879 "GRH_RUM" "GRH"
"P6_F06_GRH_RUM_HAM_SA" 7 3092091 3090982 1637233 1453749 168401 70347 0.00443 0.000784 65558 49710 "GRH_RUM" "GRH"
"P6_F07_GRH_RUM_TER_SA" 7 1366530 1365840 736968 628872 49149 22828 0.000783 0.000691 22630 20212 "GRH_RUM" "GRH"
"P6_F08_GRH_PIS_PAT_SA" 7 4075662 4074167 2214856 1859311 169979 84846 0.001713 0.000741 80744 51867 "GRH_PIS" "GRH"
"P6_F09_GRH_PIS_STA_SA" 7 1513749 1512838 809135 703703 116602 40432 0.001685 0.000722 38872 33424 "GRH_PIS" "GRH"
"P6_F11_GRH_PIS_STA_SA" 7 1486253 1485158 799412 685746 128533 42269 0.001632 0.000741 39879 31793 "GRH_PIS" "GRH"
"P6_F12_GRH_PIS_STA_SA" 7 2465986 2463013 1287949 1175064 170749 66558 0.004449 0.000759 59178 43263 "GRH_PIS" "GRH"
"P6_G01_GRH_RUM_TER_SA" 7 1381923 1381578 736296 645282 54769 26162 0.000689 0.00068 25962 22878 "GRH_RUM" "GRH"
"P6_G02_GRH_RUM_FAR_SA" 7 1235546 1235192 652674 582518 91294 39800 0.002367 0.00077 38816 36360 "GRH_RUM" "GRH"
"P6_G03_GRH_RUM_FAR_SA" 7 3228641 3227416 1742568 1484848 154878 59170 0.003664 0.000738 55563 47444 "GRH_RUM" "GRH"
"P6_G04_GRH_PIS_PAT_SA" 7 949479 948767 501448 447319 107135 30860 0.002889 0.000888 29198 27425 "GRH_PIS" "GRH"
"P6_G05_GRH_RUM_HAM_SA" 7 1030523 1030227 558053 472174 75043 29277 0.00174 0.000748 28571 23879 "GRH_RUM" "GRH"
"P6_G06_GRH_RUM_HAM_SA" 7 3148517 3146986 1669227 1477759 163524 64386 0.004238 0.000842 59904 49446 "GRH_RUM" "GRH"
"P6_G07_GRH_BEL_ROS_SA" 7 4432818 4431453 2426117 2005336 172393 82673 0.003954 0.000702 77670 53472 "GRH_BEL" "GRH"
"P6_G08_GRH_PIS_PAT_SA" 7 2695097 2693683 1413855 1279828 153478 58431 0.003679 0.000719 55043 47487 "GRH_PIS" "GRH"
"P6_G09_GRH_RUM_FAR_SA" 7 1047058 1046440 558800 487640 113886 33301 0.003272 0.000754 31351 28965 "GRH_RUM" "GRH"
"P6_G10_GRH_PIS_STA_SA" 7 3648473 3646462 1920127 1726335 167197 67281 0.004254 0.000721 62589 50606 "GRH_PIS" "GRH"
"P6_G11_GRH_PIS_STA_SA" 7 833806 833286 441298 391988 61411 23277 0.001186 0.000695 22930 20990 "GRH_PIS" "GRH"
"P6_G12_GRH_PIS_STA_SA" 7 3695412 3693786 1862329 1831457 147299 57264 0.002764 0.000725 54406 46681 "GRH_PIS" "GRH"
"P6_H01_GRH_RUM_TER_SA" 7 615415 615054 324305 290749 85267 18237 0.002832 0.000696 17168 15832 "GRH_RUM" "GRH"
"P6_H02_GRH_BEL_ROS_SA" 7 2851123 2850188 1481536 1368652 124618 52904 0.003985 0.000736 51371 46282 "GRH_BEL" "GRH"
"P6_H03_GRH_BEL_ROS_SA" 7 2808027 2806770 1479499 1327271 156484 59314 0.004176 0.000725 55281 46451 "GRH_BEL" "GRH"
"P6_H04_GRH_PIS_PAT_SA" 7 920822 920263 484799 435464 102110 30493 0.003981 0.000746 28893 27417 "GRH_PIS" "GRH"
"P6_H05_GRH_RUM_TER_SA" 7 1690007 1688772 894898 793874 134548 45114 0.002087 0.000751 41967 32740 "GRH_RUM" "GRH"
"P6_H06_GRH_RUM_HAM_SA" 7 2516804 2515345 1295395 1219950 136669 51305 0.002064 0.000761 49050 44028 "GRH_RUM" "GRH"
"P6_H07_GRH_BEL_ROS_SA" 7 4185117 4183756 2283098 1900658 170878 80728 0.002483 0.000718 75453 51349 "GRH_BEL" "GRH"
"P6_H08_GRH_PIS_STA_SA" 7 3769753 3767185 1998654 1768531 165231 65771 0.002165 0.00071 60446 48651 "GRH_PIS" "GRH"
"P6_H09_GRH_PIS_PAT_SA" 7 3496523 3494229 1848885 1645344 157079 60911 0.00256 0.000711 56776 48141 "GRH_PIS" "GRH"
"P6_H11_GRH_PIS_STA_SA" 7 2633544 2632410 1388262 1244148 128323 51368 0.002864 0.000773 49819 44298 "GRH_PIS" "GRH"
"P6_H12_GRH_PIS_STA_SA" 7 1270635 1269535 667681 601854 128675 35900 0.003019 0.000759 33295 29811 "GRH_PIS" "GRH"
"P8_A01_GRH_PIS_PAT_SA" 7 1729853 1729146 917967 811179 118253 43857 0.002452 0.000718 42563 39334 "GRH_PIS" "GRH"
"P8_A02_NUR_PINE_SA" 7 2084060 2083020 1129802 953218 120397 46954 0.005529 0.000878 45038 39587 "NUR_PINE" "NUR"
"P8_A03_NUR_PINE_SA" 7 1464123 1463658 781979 681679 68591 33940 0.002567 0.00072 33443 29183 "NUR_PINE" "NUR"
"P8_A04_GRH_RUM_FAR_SA" 7 4615189 4613596 2421932 2191664 150684 62650 0.003596 0.000725 59387 50069 "GRH_RUM" "GRH"
"P8_A05_GRH_RUM_HAM_SA" 7 780504 779701 412199 367502 108658 22385 0.002625 0.000696 20452 18887 "GRH_RUM" "GRH"
"P8_A06_GRH_PIS_STA_SA" 7 1881732 1881148 979190 901958 124759 46834 0.005563 0.001012 43646 40071 "GRH_PIS" "GRH"
"P8_A09_NUR_DEMV_SA" 7 4197412 4195323 2371921 1823402 189780 86573 0.005786 0.000718 78670 51926 "NUR_DEMV" "NUR"
"P8_A10_NUR_NEWP_SA" 7 3425853 3423709 1892673 1531036 181732 74490 0.005792 0.000708 67686 49818 "NUR_NEWP" "NUR"
"P8_B04_GRH_PIS_STA_SA" 7 3434391 3431952 1754936 1677016 155277 58602 0.003072 0.00075 54591 46465 "GRH_PIS" "GRH"
"P8_B05_GRH_RUM_HAM_SA" 7 1058812 1058356 556773 501583 69847 28084 0.000864 0.000703 27635 22392 "GRH_RUM" "GRH"
"P8_B07_GRH_BEL_ROS_SA" 7 1538720 1537657 834417 703240 156696 47982 0.004161 0.000787 42288 33214 "GRH_BEL" "GRH"
"P8_B08_NUR_DEMV_SA" 7 1778688 1777994 949216 828778 135873 47266 0.005582 0.000774 44490 38547 "NUR_DEMV" "NUR"
"P8_B09_NUR_DEMV_SA" 7 1536323 1535396 856221 679175 134514 43348 0.003634 0.000757 40729 31303 "NUR_DEMV" "NUR"
"P8_C01_GRH_PIS_STA_SA" 7 1065885 1065193 557044 508149 74752 29327 0.001695 0.000689 28792 26122 "GRH_PIS" "GRH"
"P8_C02_NUR_PINE_SA" 7 3135479 3133965 1706761 1427204 148680 57480 0.005283 0.000793 53700 44724 "NUR_PINE" "NUR"
"P8_C03_NUR_PINE_SA" 7 3586617 3584539 1972058 1612481 166437 66491 0.005424 0.000728 62012 49811 "NUR_PINE" "NUR"
"P8_C04_GRH_PIS_STA_SA" 7 2686672 2684307 1405527 1278780 151021 54980 0.003846 0.000724 51251 44415 "GRH_PIS" "GRH"
"P8_C05_GRH_PIS_STA_SA" 7 2069819 2069123 1058309 1010814 138323 51992 0.003152 0.000693 49269 41345 "GRH_PIS" "GRH"
"P8_C06_GRH_PIS_STA_SA" 7 634147 633908 333847 300061 76038 21169 0.004769 0.000809 20018 19184 "GRH_PIS" "GRH"
"P8_C07_GRH_PIS_PAT_SA" 7 702220 701771 369701 332070 102398 19848 0.002069 0.000736 18072 15346 "GRH_PIS" "GRH"
"P8_C09_NUR_NEWP_SA" 7 3015664 3014310 1680265 1334045 178094 74092 0.005503 0.000741 67841 49284 "NUR_NEWP" "NUR"
"P8_C10_NUR_NEWP_SA" 7 1674455 1673546 904047 769499 118977 44480 0.003362 0.000738 42546 34147 "NUR_NEWP" "NUR"
"P8_D01_GRH_PIS_STA_SA" 7 2055759 2054932 1105545 949387 130355 49603 0.002881 0.000676 47466 41711 "GRH_PIS" "GRH"
"P8_D02_NUR_PINE_SA" 7 2486968 2485999 1353535 1132464 144095 57672 0.005193 0.000794 54471 45305 "NUR_PINE" "NUR"
"P8_D03_GRH_PIS_PAT_SA" 7 3942168 3940557 2054613 1885944 141692 57557 0.002964 0.000705 55233 48074 "GRH_PIS" "GRH"
"P8_D04_GRH_PIS_STA_SA" 7 2258819 2257278 1174906 1082372 143377 50601 0.002091 0.000724 47500 42510 "GRH_PIS" "GRH"
"P8_D05_GRH_RUM_HAM_SA" 7 3471871 3470676 1846561 1624115 172778 71518 0.003655 0.000718 65945 50372 "GRH_RUM" "GRH"
"P8_D06_GRH_PIS_STA_SA" 7 1047826 1047428 552550 494878 96747 33010 0.004588 0.000849 31425 29867 "GRH_PIS" "GRH"
"P8_D07_GRH_BEL_ROS_SA" 7 2367046 2366204 1316264 1049940 144970 58858 0.003759 0.000735 55212 43059 "GRH_BEL" "GRH"
"P8_E01_NUR_PINE_SA" 7 2408382 2407262 1306775 1100487 140457 54202 0.005462 0.000676 51867 44803 "NUR_PINE" "NUR"
"P8_E02_NUR_PINE_SA" 7 2315573 2314844 1276329 1038515 121688 52982 0.003042 8e-04 51407 44383 "NUR_PINE" "NUR"
"P8_E03_GRH_RUM_TER_SA" 7 3862628 3861134 2083780 1777354 162663 69476 0.001621 0.000693 65198 50412 "GRH_RUM" "GRH"
"P8_E04_GRH_RUM_TER_SA" 7 1477763 1476933 756699 720234 121272 40621 0.001895 0.000734 38622 34125 "GRH_RUM" "GRH"
"P8_E07_NUR_DEMV_SA" 7 661929 661573 358377 303196 45581 17051 0.001042 0.000693 16891 14285 "NUR_DEMV" "NUR"
"P8_E08_NUR_DEMV_SA" 7 1792946 1792224 970503 821721 117242 48451 0.003927 0.00076 46774 36856 "NUR_DEMV" "NUR"
"P8_E10_NUR_NEWP_SA" 7 1782503 1781836 965835 816001 101353 45358 0.002501 0.000746 44387 33709 "NUR_NEWP" "NUR"
"P8_F01_NUR_PINE_SA" 7 1868336 1867705 1016708 850997 128931 49665 0.005471 0.000739 47376 42001 "NUR_PINE" "NUR"
"P8_F02_NUR_PINE_SA" 7 713502 713293 395473 317820 78243 26629 0.003373 0.000717 25535 23204 "NUR_PINE" "NUR"
"P8_F03_GRH_RUM_HAM_SA" 7 3628101 3626998 1960591 1666407 164875 73878 0.003628 0.000698 69576 51303 "GRH_RUM" "GRH"
"P8_F04_GRH_RUM_TER_SA" 7 4173800 4171991 2191413 1980578 170680 76865 0.002112 0.000726 71886 52204 "GRH_RUM" "GRH"
"P8_F05_GRH_RUM_FAR_SA" 7 2481679 2480342 1311302 1169040 169562 66142 0.004014 0.000724 59685 44743 "GRH_RUM" "GRH"
"P8_F06_GRH_PIS_STA_SA" 7 1317726 1317163 677016 640147 111176 38167 0.003659 0.000729 36592 34078 "GRH_PIS" "GRH"
"P8_F07_NUR_DEMV_SA" 7 3803206 3802127 2098628 1703499 142379 62241 0.002785 0.000694 60006 47581 "NUR_DEMV" "NUR"
"P8_F08_NUR_DEMV_SA" 7 756690 756154 411055 345099 52732 20021 0.001057 0.000642 19779 16383 "NUR_DEMV" "NUR"
"P8_F09_NUR_NEWP_SA" 7 1507470 1506082 843300 662782 141682 43887 0.003921 0.000773 39010 29578 "NUR_NEWP" "NUR"
"P8_F10_NUR_NEWP_SA" 7 1291354 1290414 732658 557756 74089 25322 0.001656 0.000722 24654 20846 "NUR_NEWP" "NUR"
"P8_G01_NUR_PINE_SA" 7 595348 595100 320289 274811 67620 19933 0.002569 0.000702 19085 17013 "NUR_PINE" "NUR"
"P8_G02_NUR_PINE_SA" 7 1420148 1419813 780931 638882 100616 43396 0.004168 0.000731 41942 36987 "NUR_PINE" "NUR"
"P8_G03_GRH_RUM_FAR_SA" 7 1320754 1319940 680262 639678 133714 37873 0.002985 0.000725 34748 29510 "GRH_RUM" "GRH"
"P8_G05_GRH_RUM_FAR_SA" 7 2644503 2643711 1454045 1189666 155609 66237 0.003664 0.000748 62452 48222 "GRH_RUM" "GRH"
"P8_G06_GRH_PIS_STA_SA" 7 2126833 2126082 1135004 991078 119877 50152 0.003271 0.000712 48716 44041 "GRH_PIS" "GRH"
"P8_G07_NUR_DEMV_SA" 7 3626938 3625974 1981457 1644517 154065 68143 0.005309 0.000722 65141 49692 "NUR_DEMV" "NUR"
"P8_G08_NUR_DEMV_SA" 7 3195971 3194520 1771443 1423077 181872 75258 0.005387 0.000732 68966 48371 "NUR_DEMV" "NUR"
"P8_G09_NUR_NEWP_SA" 7 2103577 2102838 1154444 948394 94820 41814 0.001837 0.000711 41094 31129 "NUR_NEWP" "NUR"
"P8_H02_NUR_PINE_SA" 7 824741 824513 419326 405187 79267 26952 0.006503 0.00092 25144 23130 "NUR_PINE" "NUR"
"P8_H03_GRH_RUM_FAR_SA" 7 1747612 1746847 924685 822162 112122 46083 0.002292 0.000718 44662 35481 "GRH_RUM" "GRH"
"P8_H04_GRH_RUM_TER_SA" 7 4172176 4170048 2226523 1943525 164413 69310 0.002723 0.000709 64571 50880 "GRH_RUM" "GRH"
"P8_H05_GRH_RUM_FAR_SA" 7 4139771 4138092 2189126 1948966 180740 80626 0.004244 0.000776 73815 52838 "GRH_RUM" "GRH"
"P8_H06_GRH_PIS_STA_SA" 7 2499511 2498446 1322728 1175718 125306 51134 0.003869 0.000703 49569 44842 "GRH_PIS" "GRH"
"P8_H07_NUR_DEMV_SA" 7 1734592 1731692 944667 787025 168572 56032 0.005726 0.000754 48539 32493 "NUR_DEMV" "NUR"
"P8_H08_NUR_DEMV_SA" 7 3452842 3451643 1900226 1551417 168312 67463 0.005518 0.000739 62812 48586 "NUR_DEMV" "NUR"
"P8_H09_NUR_NEWP_SA" 7 1208506 1207711 665841 541870 78059 31329 0.001741 0.000746 30742 24622 "NUR_NEWP" "NUR"
